name;chrom;strand;txStart;txEnd;exonCount;name2;Length;Name3
NR_038275;chr10;-;51780941;51827563;7;FLJ31813;46622;FLJ31813
NR_104643;chr5;-;42985500;42993435;2;FLJ32255;7935;FLJ32255
NR_028351;chr5;-;6310553;6337405;2;FLJ33360;26852;FLJ33360
NR_040080;chr2;-;11239976;11272302;9;FLJ33534;32326;FLJ33534
NR_040102;chr20;+;24180402;24205224;4;FLJ33581;24822;FLJ33581
NR_027060;chr6;+;114225550;114242806;4;FLJ34503;17256;FLJ34503
NR_104343;chr17;+;18314472;18317702;2;FLJ35934;3230;FLJ35934
NR_027084;chr17;+;21904061;21913070;2;FLJ36000;9009;FLJ36000
NR_027441;chr4;-;7099150;7105103;2;FLJ36777;5953;FLJ36777
NR_033847;chr10;-;127393858;127408062;5;FLJ37035;14204;FLJ37035
NR_026835;chr10;-;91451056;91457685;2;FLJ37201;6629;FLJ37201
NR_024279;chr1;-;16160709;16174642;2;FLJ37453;13933;FLJ37453
NR_033987;chr12;+;128366161;128383184;3;FLJ37505;17023;FLJ37505
NR_104177;chr6;+;170581561;170588554;2;FLJ38122;6993;FLJ38122
NR_046264;chr4;-;187110185;187112644;1;FLJ38576;2459;FLJ38576
NR_033830;chr8;+;75512100;75670587;6;FLJ39080;158487;FLJ39080
NR_034161;chr17;+;47325604;47336027;3;FLJ40194;10423;FLJ40194
NR_046323;chr7;+;132333552;132413528;5;FLJ40288;79976;FLJ40288
NR_033863;chr9;-;13406378;13431328;3;FLJ41200;24950;FLJ41200
NR_033988;chr12;+;65277553;65371302;3;FLJ41278;93749;FLJ41278
NR_024417;chr22;+;18512150;18520734;2;FLJ41941;8584;FLJ41941
NR_038862;chr11;-;71116791;71134400;3;FLJ42102;17609;FLJ42102
NR_033871;chr2;-;113399406;113401757;5;FLJ42351;2351;FLJ42351
NR_024413;chr3;+;187896330;187898596;1;FLJ42393;2266;FLJ42393
NR_024492;chr16;+;2688982;2696130;1;FLJ42627;7148;FLJ42627
NR_033962;chr8;+;102064281;102088479;3;FLJ42969;24198;FLJ42969
NR_033856;chrUn_gl000211;+;48502;93165;7;FLJ43315;44663;FLJ43315
NR_029406;chr17;+;81174665;81188573;4;FLJ43681;13908;FLJ43681
NR_034162;chr2;-;239840997;239847965;10;FLJ43879;6968;FLJ43879
NR_110899;chr18;-;43018148;43087001;8;FLJ44087;68853;FLJ44087
NM_001272093;chr18;+;74207476;74210045;3;FLJ44313;2569;FLJ44313
NR_033963;chr7;+;560027;564869;3;FLJ44511;4842;FLJ44511
NM_207422;chrX;+;71364033;71381600;2;FLJ44635;17567;FLJ44635
NR_028337;chr17;-;75875082;75880169;2;FLJ45079;5087;FLJ45079
NM_001242791;chr17;+;47923271;47926199;3;FLJ45513;2928;FLJ45513
NR_038371;chr7;-;53723201;53879624;6;FLJ45974;156423;FLJ45974
NR_040105;chr3;-;182164757;182204150;4;FLJ46066;39393;FLJ46066
NR_046114;chr8;-;93725189;93798288;3;FLJ46284;73099;FLJ46284
NR_033896;chr6;+;139012804;139018425;4;FLJ46906;5621;FLJ46906
NM_001456;chrX;-;153576899;153603006;47;FLNA;26107;FLNA
NM_001164318;chr3;+;57994126;58157982;46;FLNB;163856;FLNB
NM_001127487;chr7;+;128470482;128499328;47;FLNC;28846;FLNC
NM_005803;chr6_ssto_hap7;-;2027817;2042770;13;FLOT1;14953;FLOT1
NM_004475;chr17;-;27206356;27224715;11;FLOT2;18359;FLOT2
NM_013280;chr11;+;63871361;63886645;2;FLRT1;15284;FLRT1
NM_013231;chr14;+;85996487;86094270;2;FLRT2;97783;FLRT2
NM_198391;chr20;-;14304638;14318313;3;FLRT3;13675;FLRT3
NM_002019;chr13;-;28874482;29069265;30;FLT1;194783;FLT1
NM_004119;chr13;-;28577410;28674729;24;FLT3;97319;FLT3
NM_001459;chr19;+;49977465;49989488;9;FLT3LG;12023;FLT3LG
NM_182925;chr5;-;180028505;180076624;30;FLT4;48119;FLT4
NM_014053;chr1;+;213031596;213072705;10;FLVCR1;41109;FLVCR1
NR_027286;chr1;-;213029945;213031480;2;FLVCR1-AS1;1535;FLVCR1-AS1
NM_017791;chr14;+;76044939;76114512;10;FLVCR2;69573;FLVCR2
NM_032296;chr16;+;2961979;3001209;10;FLYWCH1;39230;FLYWCH1
NM_001142499;chr16;+;2933195;2949383;4;FLYWCH2;16188;FLYWCH2
NM_001277313;chr15;-;33057744;33486934;21;FMN1;429190;FMN1
NM_020066;chr1;+;240255184;240638489;18;FMN2;383305;FMN2
NM_005892;chr17;+;43299291;43324683;27;FMNL1;25392;FMNL1
NM_052905;chr2;+;153191750;153506348;26;FMNL2;314598;FMNL2
NM_175736;chr12;-;50031723;50101197;26;FMNL3;69474;FMNL3
NM_001282694;chr1;+;171217609;171255117;8;FMO1;37508;FMO1
NM_001460;chr1;+;171154387;171181822;9;FMO2;27435;FMO2
NM_006894;chr1;+;171060017;171086959;9;FMO3;26942;FMO3
NM_002022;chr1;+;171283485;171311223;10;FMO4;27738;FMO4
NM_001144829;chr1;-;146655883;146697230;9;FMO5;41347;FMO5
NR_002601;chr1;+;171106878;171130702;7;FMO6P;23824;FMO6P
NR_002925;chr1;+;166573152;166594473;7;FMO9P;21321;FMO9P
NR_103757;chr1;-;203309748;203320557;2;FMOD;10809;FMOD
NR_033699;chrX;+;146993468;147032647;16;FMR1;39179;FMR1
NR_024502;chrX;-;146990948;147003676;4;FMR1-AS1;12728;FMR1-AS1
NM_152578;chrX;+;147062848;147108187;6;FMR1NB;45339;FMR1NB
NM_212482;chr2;-;216225178;216300791;46;FN1;75613;FN1
NM_022158;chr17;+;80693451;80709073;6;FN3K;15622;FN3K
NM_024619;chr17;+;80674581;80685893;6;FN3KRP;11312;FN3KRP
NM_015033;chr9;-;132649465;132805473;17;FNBP1;156008;FNBP1
NM_017737;chr1;+;93913687;94020218;15;FNBP1L;106531;FNBP1L
NM_015308;chr11;-;47738068;47788993;17;FNBP4;50925;FNBP4
NM_032532;chr6;+;159590428;159693140;23;FNDC1;102712;FNDC1
NM_001079673;chr13;+;49550047;49783915;26;FNDC3A;233868;FNDC3A
NM_022763;chr3;+;171757417;172118492;26;FNDC3B;361075;FNDC3B
NM_022823;chr2;-;27714749;27718126;7;FNDC4;3377;FNDC4
NM_001171941;chr1;-;33327868;33338093;5;FNDC5;10225;FNDC5
NM_001144937;chr1;+;109255555;109285367;13;FNDC7;29812;FNDC7
NM_017559;chr17;+;33448630;33457751;4;FNDC8;9121;FNDC8
NM_001001343;chr5;-;156768606;156772729;2;FNDC9;4123;FNDC9
NM_001008738;chr5;-;130977406;131132756;17;FNIP1;155350;FNIP1
NM_020840;chr4;+;159690181;159827954;17;FNIP2;137773;FNIP2
NR_033698;chr8;+;42911441;42940932;8;FNTA;29491;FNTA
NM_002028;chr14;+;65453506;65529370;12;FNTB;75864;FNTB
NM_017794;chr9;+;20658308;20995954;46;FOCAD;337646;FOCAD
NM_001193473;chr11;-;49168186;49230222;17;FOLH1;62036;FOLH1
NM_153696;chr11;+;89392464;89431886;14;FOLH1B;39422;FOLH1B
NM_016725;chr11;+;71900601;71907367;5;FOLR1;6766;FOLR1
NM_001113535;chr11;+;71927818;71932994;5;FOLR2;5176;FOLR2
NM_000804;chr11;+;71846770;71850934;5;FOLR3;4164;FOLR3
NM_001199206;chr11;+;94038802;94040858;4;FOLR4;2056;FOLR4
NM_144600;chr16;-;15959576;15982447;5;FOPNL;22871;FOPNL
NM_005252;chr14;+;75745480;75748937;4;FOS;3457;FOS
NM_006732;chr19;+;45971252;45978437;4;FOSB;7185;FOSB
NM_005438;chr11;-;65659691;65667997;4;FOSL1;8306;FOSL1
NM_005253;chr2;+;28615778;28637516;4;FOSL2;21738;FOSL2
NM_004496;chr14;-;38058756;38064325;2;FOXA1;5569;FOXA1
NM_153675;chr20;-;22561641;22566101;3;FOXA2;4460;FOXA2
NM_004497;chr19;+;46367517;46377055;2;FOXA3;9538;FOXA3
NM_012182;chr15;+;60296420;60298142;2;FOXB1;1722;FOXB1
NM_001013735;chr9;+;79634570;79635869;1;FOXB2;1299;FOXB2
NM_001453;chr6;+;1610680;1614129;1;FOXC1;3449;FOXC1
NM_005251;chr16;+;86600856;86602537;1;FOXC2;1681;FOXC2
NM_004472;chr5;-;72742084;72744352;1;FOXD1;2268;FOXD1
NM_004474;chr1;+;47901688;47906363;1;FOXD2;4675;FOXD2
NR_026878;chr1;-;47897806;47900313;1;FOXD2-AS1;2507;FOXD2-AS1
NM_012183;chr1;+;63788729;63790797;1;FOXD3;2068;FOXD3
NM_207305;chr9;-;116230;118417;1;FOXD4;2187;FOXD4
NM_012184;chr2;+;114256660;114258727;1;FOXD4L1;2067;FOXD4L1
NM_001099279;chr9;+;42717233;42720342;1;FOXD4L2;3109;FOXD4L2
NM_199135;chr9;+;70917782;70920000;1;FOXD4L3;2218;FOXD4L3
NM_199244;chr9;+;42717233;42720342;1;FOXD4L4;3109;FOXD4L4
NM_001126334;chr9;-;70175706;70178815;1;FOXD4L5;3109;FOXD4L5
NM_001085476;chr9;-;69199479;69202204;1;FOXD4L6;2725;FOXD4L6
NM_004473;chr9;+;100615536;100618997;1;FOXE1;3461;FOXE1
NM_012186;chr1;+;47881743;47883724;1;FOXE3;1981;FOXE3
NM_001451;chr16;+;86544132;86548070;2;FOXF1;3938;FOXF1
NM_001452;chr6;+;1390068;1395832;2;FOXF2;5764;FOXF2
NM_005249;chr14;+;29236277;29239483;1;FOXG1;3206;FOXG1
NM_003923;chr8;-;145699114;145701718;3;FOXH1;2604;FOXH1
NM_012188;chr5;+;169532916;169536729;2;FOXI1;3813;FOXI1
NM_207426;chr10;+;129535537;129539450;2;FOXI2;3913;FOXI2
NM_001135649;chr2;-;88747725;88752053;2;FOXI3;4328;FOXI3
NM_001454;chr17;-;74132414;74137380;3;FOXJ1;4966;FOXJ1
NM_018416;chr12;+;8185358;8208118;11;FOXJ2;22760;FOXJ2
NM_001198850;chr1;-;42642209;42801548;13;FOXJ3;159339;FOXJ3
NM_001037165;chr7;+;4721929;4811074;9;FOXK1;89145;FOXK1
NM_004514;chr17;+;80477593;80562483;9;FOXK2;84890;FOXK2
NM_005250;chr16;+;86612114;86615304;1;FOXL1;3190;FOXL1
NM_023067;chr3;-;138663065;138665982;1;FOXL2;2917;FOXL2
NM_202003;chr12;-;2966846;2986321;8;FOXM1;19475;FOXM1
NM_003593;chr17;+;26850958;26865175;8;FOXN1;14217;FOXN1
NM_002158;chr2;+;48541794;48606434;7;FOXN2;64640;FOXN2
NM_001085471;chr14;-;89622515;90085494;7;FOXN3;462979;FOXN3
NR_036500;chr14;+;89883697;89886137;2;FOXN3-AS1;2440;FOXN3-AS1
NR_024620;chr14;+;90042559;90043820;1;FOXN3-AS2;1261;FOXN3-AS2
NM_213596;chr12;-;109715782;109747025;10;FOXN4;31243;FOXN4
NM_002015;chr13;-;41129800;41240734;3;FOXO1;110934;FOXO1
NM_201559;chr6;+;108881025;109005971;4;FOXO3;124946;FOXO3
NR_026718;chr17;-;18569235;18576494;1;FOXO3B;7259;FOXO3B
NM_005938;chrX;+;70315998;70323384;3;FOXO4;7386;FOXO4
NM_001244810;chr3;-;71003864;71633140;21;FOXP1;629276;FOXP1
NR_033766;chr7;+;113726364;114333827;20;FOXP2;607463;FOXP2
NM_014009;chrX;-;49106896;49121288;12;FOXP3;14392;FOXP3
NM_001012427;chr6;+;41514163;41570122;17;FOXP4;55959;FOXP4
NM_033260;chr6;+;1312674;1314993;1;FOXQ1;2319;FOXQ1
NM_181721;chr11;+;118842416;118851995;6;FOXR1;9579;FOXR1
NM_198451;chrX;+;55649832;55652621;1;FOXR2;2789;FOXR2
NR_037647;chr11;+;126138934;126148027;10;FOXRED1;9093;FOXRED1
NM_001102371;chr22;-;36883232;36903148;9;FOXRED2;19916;FOXRED2
NM_004118;chr20;-;30432102;30433420;1;FOXS1;1318;FOXS1
NM_001288803;chr9;+;130565136;130576360;14;FPGS;11224;FPGS
NM_001199329;chr1;+;74663895;74674386;4;FPGT;10491;FPGT
NM_001112808;chr1;+;74663895;75010116;27;FPGT-TNNI3K;346221;FPGT-TNNI3K
NM_001193306;chr19;-;52249022;52255150;3;FPR1;6128;FPR1
NM_001005738;chr19;+;52264452;52273779;2;FPR2;9327;FPR2
NM_002030;chr19;+;52298410;52329334;2;FPR3;30924;FPR3
NM_145246;chr10;-;95427639;95462329;14;FRA10AC1;34690;FRA10AC1
NM_025074;chr4;+;78978723;79465423;74;FRAS1;486700;FRAS1
NM_005479;chr10;+;99079021;99081672;1;FRAT1;2651;FRAT1
NM_012083;chr10;-;99092253;99094458;1;FRAT2;2205;FRAT2
NM_144966;chr9;-;14734663;14910993;38;FREM1;176330;FREM1
NM_207361;chr13;+;39261172;39461267;24;FREM2;200095;FREM2
NM_001168235;chr4;-;144498560;144621828;8;FREM3;123268;FREM3
NM_004477;chr4;+;190861973;190884359;9;FRG1;22386;FRG1
NR_003579;chr20;+;29611878;29634007;8;FRG1B;22129;FRG1B
NM_001286820;chr4;-;190945522;190948412;4;FRG2;2890;FRG2
NM_001080998;chr10;-;135438602;135440299;4;FRG2B;1697;FRG2B
NM_001124759;chr3;+;75713486;75716368;4;FRG2C;2882;FRG2C
NM_002031;chr6;-;116262692;116381921;8;FRK;119229;FRK
NR_110312;chr6;-;168456463;168482237;16;FRMD1;25774;FRMD1
NM_001244959;chr9;-;85857904;86153348;15;FRMD3;295444;FRMD3
NM_018027;chr10;-;13685705;14372866;25;FRMD4A;687161;FRMD4A
NM_015123;chr3;-;69219145;69435430;23;FRMD4B;216285;FRMD4B
NM_032892;chr15;-;44162958;44487492;14;FRMD5;324534;FRMD5
NM_001042481;chr14;+;51955838;52197444;15;FRMD6;241606;FRMD6
NR_037676;chr14;-;52116235;52118462;1;FRMD6-AS1;2227;FRMD6-AS1
NR_051990;chr14;-;51921229;52066670;3;FRMD6-AS2;145441;FRMD6-AS2
NM_194277;chrX;-;131211020;131262050;12;FRMD7;51030;FRMD7
NM_031904;chr11;+;65154040;65180995;11;FRMD8;26955;FRMD8
NR_033742;chrX;-;64770501;64772301;1;FRMD8P1;1800;FRMD8P1
NM_014907;chr9;+;37651051;37746901;16;FRMPD1;95850;FRMPD1
NM_001018071;chr10;-;49364601;49482941;29;FRMPD2;118340;FRMPD2
NR_033172;chr10;-;48844035;48862688;6;FRMPD2P1;18653;FRMPD2P1
NM_032428;chrX;+;106765679;106848474;16;FRMPD3;82795;FRMPD3
NR_046750;chrX;-;106756212;106789051;2;FRMPD3-AS1;32839;FRMPD3-AS1
NM_014728;chrX;+;12156584;12742642;17;FRMPD4;586058;FRMPD4
NM_001013660;chr1;-;100174258;100231349;17;FRRS1;57091;FRRS1
NM_014334;chr9;-;111899580;111929571;5;FRRS1L;29991;FRRS1L
NM_001278355;chr12;+;69864128;69973571;10;FRS2;109443;FRS2
NM_006653;chr6;-;41737913;41747643;7;FRS3;9730;FRS3
NM_023037;chr13;+;32605436;32870776;61;FRY;265340;FRY
NR_103839;chr13;-;32598195;32605776;4;FRY-AS1;7581;FRY-AS1
NM_015030;chr4;-;48499379;48782316;64;FRYL;282937;FRYL
NM_001463;chr2;-;183698004;183731498;6;FRZB;33494;FRZB
NM_001256141;chr8;-;95439939;95449180;2;FSBP;9241;FSBP
NM_032135;chr14;-;44973353;44976499;1;FSCB;3146;FSCB
NM_003088;chr7;+;5632435;5646287;5;FSCN1;13852;FSCN1
NM_001077182;chr17;+;79495416;79504156;5;FSCN2;8740;FSCN2
NM_020369;chr7;+;127233688;127241851;7;FSCN3;8163;FSCN3
NM_024333;chr19;+;4304590;4323843;13;FSD1;19253;FSD1
NM_001287192;chr9;+;108210314;108314714;13;FSD1L;104400;FSD1L
NM_001281806;chr15;-;83424116;83474822;12;FSD2;50706;FSD2
NM_000510;chr11;+;30252562;30256824;3;FSHB;4262;FSHB
NM_181446;chr2;-;49189295;49381666;9;FSHR;192371;FSHR
NM_152597;chr15;-;39892231;40075039;12;FSIP1;182808;FSIP1
NM_173651;chr2;+;186603354;186698016;23;FSIP2;94662;FSIP2
NM_006350;chr5;+;52776263;52782304;6;FST;6041;FST
NM_007085;chr3;-;120113060;120169918;11;FSTL1;56858;FSTL1
NM_005860;chr19;+;676388;683392;5;FSTL3;7004;FSTL3
NM_015082;chr5;-;132532151;132948223;16;FSTL4;416072;FSTL4
NM_001128428;chr4;-;162305043;163085186;15;FSTL5;780143;FSTL5
NM_006657;chr21;-;47556175;47575481;15;FTCD;19306;FTCD
NR_034096;chr2;-;200625258;200715896;4;FTCDNL1;90638;FTCDNL1
NM_002032;chr11;-;61731756;61735132;4;FTH1;3376;FTH1
NM_001271682;chrX;-;37060954;37061867;1;FTH1P18;913;FTH1P18
NR_002201;chr2;-;27615489;27616443;1;FTH1P3;954;FTH1P3
NM_031894;chrX;-;31089357;31090170;1;FTHL17;813;FTHL17
NM_000146;chr19;+;49468565;49470136;4;FTL;1571;FTL
NR_015446;chr4;+;69048009;69078188;3;FTLP10;30179;FTLP10
NM_177478;chr5;+;121187649;121188523;1;FTMT;874;FTMT
NM_001080432;chr16;+;53737874;54148379;9;FTO;410505;FTO
NR_103838;chr16;+;54073304;54074285;2;FTO-IT1;981;FTO-IT1
NM_177439;chrX;+;48334408;48344752;14;FTSJ1;10344;FTSJ1
NM_013393;chr7;-;2273925;2281833;3;FTSJ2;7908;FTSJ2
NM_017647;chr17;-;61896792;61905031;21;FTSJ3;8239;FTSJ3
NR_028379;chrX;-;73247970;73513409;7;FTX;265439;FTX
NM_003902;chr1;-;78413590;78444777;20;FUBP1;31187;FUBP1
NM_003934;chr9;+;133454959;133513739;19;FUBP3;58780;FUBP3
NM_000147;chr1;-;24171571;24194859;8;FUCA1;23288;FUCA1
NM_032020;chr6;-;143815948;143833020;7;FUCA2;17072;FUCA2
NM_145059;chr16;+;70488497;70514177;24;FUK;25680;FUK
NM_173794;chrX;-;44382884;44402221;5;FUNDC1;19337;FUNDC1
NM_023934;chrX;+;154255063;154285191;5;FUNDC2;30128;FUNDC2
NR_003663;chr2;+;84517805;84519324;1;FUNDC2P2;1519;FUNDC2P2
NM_198472;chr10;-;135168657;135171529;6;FUOM;2872;FUOM
NM_002569;chr15;+;91411821;91426688;16;FURIN;14867;FURIN
NM_001170634;chr16;+;31191430;31206192;15;FUS;14762;FUS
NM_000148;chr19;-;49251267;49258647;4;FUT1;7380;FUT1
NM_032664;chr8;-;33228343;33330664;5;FUT10;102321;FUT10
NM_001284194;chr10;+;75532048;75535976;3;FUT11;3928;FUT11
NM_000511;chr19;+;49199227;49209191;2;FUT2;9964;FUT2
NM_001097639;chr19;-;5842898;5851485;3;FUT3;8587;FUT3
NM_002033;chr11;+;94277016;94283064;1;FUT4;6048;FUT4
NM_002034;chr19;-;5865836;5870551;2;FUT5;4715;FUT5
NM_001040701;chr19;-;5830636;5839742;2;FUT6;9106;FUT6
NM_004479;chr9;-;139924625;139927292;2;FUT7;2667;FUT7
NM_178155;chr14;+;65877309;66210839;11;FUT8;333530;FUT8
NR_024334;chr14;-;65877310;65879335;1;FUT8-AS1;2025;FUT8-AS1
NM_006581;chr6;+;96463844;96663488;3;FUT9;199644;FUT9
NM_025129;chr19;-;50310123;50316567;11;FUZ;6444;FUZ
NM_001161706;chr9;+;71650478;71715094;5;FXN;64616;FXN
NM_001013439;chr3;+;180630233;180700539;18;FXR1;70306;FXR1
NM_004860;chr17;-;7494547;7518215;17;FXR2;23668;FXR2
NM_021902;chr19;+;35629692;35633959;8;FXYD1;4267;FXYD1
NM_021603;chr11;-;117690789;117698807;6;FXYD2;8018;FXYD2
NM_001136007;chr19;+;35606731;35615228;11;FXYD3;8497;FXYD3
NM_001184963;chr10;+;43867091;43871783;9;FXYD4;4692;FXYD4
NM_014164;chr19;+;35645624;35660788;9;FXYD5;15164;FXYD5
NM_001164831;chr11;-;117707690;117748201;8;FXYD6;40511;FXYD6
NM_001204268;chr11;-;117690789;117747746;11;FXYD6-FXYD2;56957;FXYD6-FXYD2
NM_022006;chr19;+;35634153;35645205;6;FXYD7;11052;FXYD7
NM_001243093;chr5;-;39105353;39270759;19;FYB;165406;FYB
NM_024513;chr3;-;45959390;46037316;18;FYCO1;77926;FYCO1
NM_002037;chr6;-;111981534;112194655;14;FYN;213121;FYN
NM_001011537;chr3;+;197476423;197511317;10;FYTTD1;34894;FYTTD1
NM_003505;chr7;+;90893782;90898132;1;FZD1;4350;FZD1
NM_007197;chr12;+;130647003;130650285;1;FZD10;3282;FZD10
NR_033834;chr12;-;130636137;130646223;4;FZD10-AS1;10086;FZD10-AS1
NM_001466;chr17;+;42634811;42638630;1;FZD2;3819;FZD2
NM_017412;chr8;+;28351721;28431785;8;FZD3;80064;FZD3
NM_012193;chr11;-;86656716;86666440;2;FZD4;9724;FZD4
NM_003468;chr2;-;208627309;208634143;2;FZD5;6834;FZD5
NM_001164615;chr8;+;104310660;104345094;7;FZD6;34434;FZD6
NM_003507;chr2;+;202899309;202903160;1;FZD7;3851;FZD7
NM_031866;chr10;-;35927176;35930362;1;FZD8;3186;FZD8
NM_003508;chr7;+;72848108;72850450;1;FZD9;2342;FZD9
NM_016263;chr19;+;3506294;3536755;14;FZR1;30461;FZR1
NM_015714;chr1;+;209848669;209849735;2;G0S2;1066;G0S2
NM_017769;chr14;+;31028328;31089046;15;G2E3;60718;G2E3
NM_198395;chr5;+;151151475;151184915;12;G3BP1;33440;G3BP1
NM_203505;chr4;-;76567952;76598667;12;G3BP2;30715;G3BP2
NM_001270397;chr17;+;41052813;41066450;5;G6PC;13637;G6PC
NM_001081686;chr2;+;169757749;169766510;4;G6PC2;8761;G6PC2
NM_138387;chr17;+;42148097;42153712;6;G6PC3;5615;G6PC3
NM_001042351;chrX;-;153759604;153775801;13;G6PD;16197;G6PD
NM_000152;chr17;+;78075354;78093679;20;GAA;18325;GAA
NM_207123;chr4;+;144257982;144395718;11;GAB1;137736;GAB1
NM_080491;chr11;-;77926335;78128868;10;GAB2;202533;GAB2
NR_104114;chrX;-;153903526;153979858;9;GAB3;76332;GAB3
NM_001037814;chr22;-;17442826;17489112;10;GAB4;46286;GAB4
NM_007278;chr17;-;7143737;7145753;4;GABARAP;2016;GABARAP
NM_031412;chr12;+;10365488;10375724;4;GABARAPL1;10236;GABARAPL1
NM_007285;chr16;+;75600248;75611779;4;GABARAPL2;11531;GABARAPL2
NR_028287;chr15;-;90889762;90892679;2;GABARAPL3;2917;GABARAPL3
NM_021904;chr6_cox_hap2;-;1088813;1119772;22;GABBR1;30959;GABBR1
NM_005458;chr9;-;101050363;101471479;19;GABBR2;421116;GABBR2
NM_001197297;chr21;+;27107257;27144771;10;GABPA;37514;GABPA
NM_005254;chr15;-;50569388;50647605;9;GABPB1;78217;GABPB1
NR_024490;chr15;+;50646370;50650503;1;GABPB1-AS1;4133;GABPB1-AS1
NM_144618;chr1;+;151043079;151091007;9;GABPB2;47928;GABPB2
NM_000806;chr5;+;161274196;161326965;11;GABRA1;52769;GABRA1
NM_000807;chr4;-;46251580;46392056;10;GABRA2;140476;GABRA2
NM_000808;chrX;-;151335633;151619831;10;GABRA3;284198;GABRA3
NM_000809;chr4;-;46920916;46996424;9;GABRA4;75508;GABRA4
NM_000810;chr15;+;27111865;27194357;11;GABRA5;82492;GABRA5
NM_000811;chr5;+;161112657;161129598;9;GABRA6;16941;GABRA6
NM_000812;chr4;+;47033294;47428447;9;GABRB1;395153;GABRB1
NM_000813;chr5;-;160715435;160975130;10;GABRB2;259695;GABRB2
NM_021912;chr15;-;26788693;27018935;9;GABRB3;230242;GABRB3
NM_000815;chr1;+;1950767;1962192;9;GABRD;11425;GABRD
NM_004961;chrX;-;151121595;151143151;9;GABRE;21556;GABRE
NM_173536;chr4;-;46037786;46126082;9;GABRG1;88296;GABRG1
NM_198904;chr5;+;161494647;161582545;10;GABRG2;87898;GABRG2
NM_033223;chr15;+;27216428;27778373;10;GABRG3;561945;GABRG3
NM_014211;chr5;+;170210722;170241050;10;GABRP;30328;GABRP
NM_018558;chrX;+;151806636;151821825;9;GABRQ;15189;GABRQ
NM_001267582;chr6;-;89887222;89941007;12;GABRR1;53785;GABRR1
NM_002043;chr6;-;89966839;90025018;9;GABRR2;58179;GABRR2
NR_047685;chr3;-;97705526;97754148;10;GABRR3;48622;GABRR3
NM_000817;chr2;+;171673199;171717659;17;GAD1;44460;GAD1
NM_000818;chr10;+;26505235;26593491;17;GAD2;88256;GAD2
NM_001199742;chr1;+;68150859;68154021;3;GADD45A;3162;GADD45A
NM_015675;chr19;+;2476122;2478257;4;GADD45B;2135;GADD45B
NM_006705;chr9;+;92219926;92221469;4;GADD45G;1543;GADD45G
NM_052850;chr19;-;13064969;13068068;2;GADD45GIP1;3099;GADD45GIP1
NM_207359;chr3;-;30767691;30936153;15;GADL1;168462;GADL1
NM_001040663;chrX;+;49363615;49373139;5;GAGE1;9524;GAGE1
NM_001098413;chrX;+;49160124;49176311;5;GAGE10;16187;GAGE10
NM_001127345;chrX;+;49296814;49304080;5;GAGE12B;7266;GAGE12B
NM_001098408;chrX;+;49325444;49332811;5;GAGE12C;7367;GAGE12C
NM_001127199;chrX;+;49325433;49332821;5;GAGE12D;7388;GAGE12D
NM_001098418;chrX;+;49325444;49332811;5;GAGE12E;7367;GAGE12E
NM_001098405;chrX;+;49217770;49233387;4;GAGE12F;15617;GAGE12F
NM_001098409;chrX;+;49325444;49332811;5;GAGE12G;7367;GAGE12G
NM_001098410;chrX;+;49296779;49304144;5;GAGE12H;7365;GAGE12H
NM_001477;chrX;+;49325506;49332811;5;GAGE12I;7305;GAGE12I
NM_001098406;chrX;+;49178515;49185866;5;GAGE12J;7351;GAGE12J
NM_001098412;chrX;+;49188093;49195365;5;GAGE13;7272;GAGE13
NM_001127212;chrX;+;49197581;49313700;5;GAGE2A;116119;GAGE2A
NM_001098411;chrX;+;49235707;49242997;5;GAGE2B;7290;GAGE2B
NM_001472;chrX;+;49216647;49294598;5;GAGE2C;77951;GAGE2C
NM_001098407;chrX;+;49197562;49223943;5;GAGE2D;26381;GAGE2D
NM_001127200;chrX;+;49216658;49304144;5;GAGE2E;87486;GAGE2E
NM_001474;chrX;+;49216648;49223939;5;GAGE4;7291;GAGE4
NM_001475;chrX;+;49216656;49223943;5;GAGE5;7287;GAGE5
NM_001476;chrX;+;49325479;49332807;5;GAGE6;7328;GAGE6
NM_021123;chrX;+;49216677;49223939;5;GAGE7;7262;GAGE7
NM_012196;chrX;+;49188103;49313700;5;GAGE8;125597;GAGE8
NM_001286833;chr4;-;843065;926178;25;GAK;83113;GAK
NM_015973;chr11;+;68451982;68458643;6;GAL;6661;GAL
NM_004861;chr22;-;30950623;30960876;4;GAL3ST1;10253;GAL3ST1
NM_022134;chr2;+;242716239;242743702;4;GAL3ST2;27463;GAL3ST2
NM_033036;chr11;-;65808235;65816651;3;GAL3ST3;8416;GAL3ST3
NM_024637;chr7;-;99756864;99766373;4;GAL3ST4;9509;GAL3ST4
NM_001201402;chr14;-;88399357;88460009;17;GALC;60652;GALC
NM_001008216;chr1;-;24122088;24127294;12;GALE;5206;GALE
NM_000154;chr17;-;73754017;73761280;8;GALK1;7263;GALK1
NM_001001556;chr15;+;49447955;49622002;10;GALK2;174047;GALK2
NM_138801;chr2;+;38893051;38961909;7;GALM;68858;GALM
NM_000512;chr16;-;88880141;88923374;14;GALNS;43233;GALNS
NM_020474;chr18;+;33234532;33291798;11;GALNT1;57266;GALNT1
NM_198321;chr5;+;153570294;153800543;12;GALNT10;230249;GALNT10
NM_022087;chr7;+;151722777;151819427;12;GALNT11;96650;GALNT11
NM_024642;chr9;+;101569980;101612363;10;GALNT12;42383;GALNT12
